10000000 5000
4632179 7357081 20716
6571974 8317003 17967
1723591 6391533 17147
5846938 9178799 3719
4330969 5653026 86965
5732952 7220021 26381
2943080 9276415 53488
2830280 4429046 84936
2641457 8551830 25060
381006 9135316 53156
6492396 7700042 85334
1020758 5580721 18688
1038726 1972253 42278
335543 2872225 37429
1875944 4666511 90454
2915815 3079261 10474
2192229 3521995 69905
5022509 5475483 98951
180317 8260419 50780
561322 2001831 86095
2754987 8261364 94842
656673 1798473 75563
5353550 6875362 64167
742126 7333992 16061
2618070 6971421 98924
4778228 8213682 14738
1735676 9805054 6966
7774960 9727510 45826
173911 504281 26142
2506111 3641043 3816
6243491 7777450 81531
950474 7854685 80003
5046600 7825835 49905
4210768 7676179 92030
6226829 7163951 26451
1942178 7942105 40133
56843 1747232 92160
2038543 6880162 36022
1242340 2212453 40302
5784835 8369847 62764
888651 4613337 56565
2468022 6770182 7039
6966537 7514621 32873
2516442 4241740 25403
1324825 2984921 89354
927025 2751276 47883
3500220 4907761 11466
380381 1316274 50008
1622720 7452296 78812
6608950 7407554 48659
812556 8271714 61995
228280 7582737 46368
3135319 7065626 60989
6384544 9582067 19080
906891 9826300 4000
6174519 7915654 47377
1082279 2979889 47596
2398552 9791356 27976
1157716 9850847 67047
4736529 8976148 90953
6685188 7247862 3508
3247183 9992493 2597
5644163 7309904 68222
2028706 6370893 50288
4371357 4706325 73531
2287010 3510326 48049
7783251 8274055 46679
4021651 7574606 45231
2665979 8732321 12429
2933026 3468849 88577
2670388 5640331 52790
6643840 8433923 61634
5743826 7746437 5796
4631070 5914659 50853
6181299 9337394 22210
5364071 9871182 25571
3638125 9735583 8821
682263 7659775 99778
2842105 6543846 48451
4772627 8291483 33651
3931813 9461204 4039
575652 6430346 37961
838440 3391980 98138
6753098 8514128 29207
5450749 5664982 66600
5321930 9703544 30671
5057513 6029115 68795
2654289 5739775 44922
4799972 9370419 3378
4818870 9572598 94860
1550154 8768874 26673
2872913 7980499 18676
3888831 7927226 57116
1241716 2402958 26565
584291 6670923 77313
287834 1437523 15595
4084546 6316949 73107
369694 1487589 29233
858007 4314616 29204
3617994 5676877 1801
3729207 4445750 51954
7772232 9835014 48805
278591 4907260 37635
2880728 4036658 56944
707580 7607294 41235
300959 4661454 29068
832906 8746000 62368
6422365 9115693 49956
3430308 7751598 7963
6397154 9564653 1191
2098956 5810211 63292
1867262 3582442 14657
1006054 2132419 9599
3886781 6286406 46256
2843351 4010426 53835
2500938 6827737 15288
2446358 7660642 77639
4083007 8708727 93331
4350956 8975035 39990
99350 748110 20995
5363417 6900541 31205
3180185 9747030 29999
1879449 9294842 36052
720793 8165854 39184
3525556 3667049 49610
6026493 9837236 93698
668877 8472851 70691
246516 9697929 53697
8672963 8939848 21005
6096190 8772313 69114
2817185 8189205 48882
1369390 7864743 95911
3180583 6494742 91711
6417728 8647146 73917
84776 7202682 99472
2438364 9768644 42317
3107240 9162342 31519
5870107 8733034 29447
4903083 7326306 18761
3422496 5424088 7425
8756032 9209554 96630
874788 6620774 82371
5631867 9770700 79305
4279012 5578763 97032
3998046 9552680 98160
3766689 9568505 52875
5445383 8127174 76466
5158693 6694768 46572
1597850 4404492 89230
4839605 9538290 11725
4047031 8747843 67756
2138983 3960013 4882
1909682 7758736 36748
4796 4738041 32112
651426 9557476 30157
1642332 9165938 13197
118813 9769505 58579
6695279 7444549 53346
1658203 4365392 67548
3947433 9204996 5837
2175510 3252026 70031
9159619 9728390 9013
2764501 7487125 35046
2001249 4741518 39842
7909295 8033361 13669
579870 7075232 56000
6893068 9710396 41856
8651647 8922026 2756
3096580 9621346 68147
2188894 9560365 89494
1735874 4294731 57872
181114 3411844 86261
5690128 6176344 73386
693945 5625174 31255
1243657 8081368 40549
95037 1823527 32132
1232946 6267389 42527
2209245 2400944 80904
628353 2022289 77483
3412852 4211182 37847
1022264 5402347 90073
1203378 3160219 1916
646480 9409857 94612
5035030 8136218 88556
367473 5632750 32212
508022 5727786 72090
240154 1995175 5035
2199033 6720771 5979
3079937 9865476 44619
3278327 9573773 55801
3111620 8680673 94416
1840891 3418045 14145
2487371 4619962 24001
3139940 4514574 75383
3507413 7619482 8132
1968046 6531786 52269
8140137 9288292 47443
1487324 8061524 84566
383855 7083613 66393
4728475 6657385 44719
2285356 5800628 25392
5703401 7895044 82634
2839714 3709190 70004
1449543 9870639 26296
4224926 7490120 33708
1974517 5149410 65493
114653 1801680 70136
692529 2965475 57460
1076383 3366393 57424
3632786 5804857 31160
1605484 7177506 32867
2016880 9402898 36267
5726069 5985532 92332
7571889 9691963 62970
2298185 3916889 69441
3048245 9066298 43958
330090 3384329 74962
6349804 6900227 67490
7474039 9716196 60225
3348982 5131463 65081
526487 4478975 86917
2445736 6111842 3796
947619 5964462 46216
8519507 8656794 38178
3334043 3736117 55066
8821910 8898639 37716
3365868 9228729 22044
3057183 8645307 88199
3441025 6119345 4395
3767159 4901250 69728
4682684 8246133 96214
4357974 6069601 41949
2838787 9473397 5919
1495581 3635965 25426
4974143 7748049 75820
2745562 6569958 74459
2099630 9935826 19539
4838026 5509360 64845
3926226 8950384 84189
3851634 5246973 67699
1050669 9916701 30183
5112915 7120269 88156
5271216 9110017 43295
2745981 6377135 38875
7720123 8518913 86923
2982036 6511086 56880
3401897 5081665 9057
9521436 9919691 34768
3845916 6802633 85152
203174 1609240 53137
1525940 7370873 3805
5301056 6638854 40425
105564 4426421 50441
3319907 7748859 96421
4355172 9404086 32895
866257 8807361 14931
4268153 4780594 12947
3206003 6305940 32637
3108572 7140772 94904
25924 3311745 4143
1795413 3198969 30082
1016376 2099218 85287
1121939 2039643 28059
1387150 3606436 47966
791235 5402857 19489
9598596 9952104 85745
4379189 7483387 70249
96335 7585191 92540
2628972 7242314 17463
4040229 7268237 45559
4544372 9063649 44527
3679218 9090807 60902
276094 8235212 99192
920506 1841647 86341
2368472 9760855 93928
687961 9712959 92523
2390058 9712697 88063
876659 9809031 89605
4954355 5669199 48271
8603014 8994583 16507
4848573 6055306 96508
4293100 5146112 92077
7270354 7938558 27289
3885898 8859063 68935
3743886 9372240 29790
6948198 8166168 59100
9075043 9338255 71796
2731265 6879458 97179
4785415 8400463 51533
7003476 9933686 46115
4368400 4866546 1420
1177851 1379406 63884
1571483 8448204 2441
2334101 9998772 61503
2784060 4222692 5388
2813850 4905211 69937
6496605 7589302 8191
2077450 5892414 55807
3194181 6374629 72621
3127866 8142514 76096
510763 6388629 60847
1890168 3206402 38697
3461651 5170286 86900
5976774 7589079 37352
6350582 8760833 76396
1372322 4091034 81606
1680335 5858611 94563
6274137 9683154 86976
5165117 6238961 81156
3307631 3711582 25374
704030 2212611 36136
2064877 5419012 42656
3105649 4603574 20658
694727 8106826 97431
6460530 9561660 58264
3450333 9036926 49297
9034885 9308943 45984
5529448 8992096 20120
5231056 7916424 85236
1458989 6013933 9218
2163018 7239307 21829
1491795 4227894 57192
7634451 8831467 79193
6938292 9755109 90271
3398822 7852541 51931
4952099 7227157 18615
692806 3986983 43910
5838790 9516430 52357
9775262 9949206 99765
5963138 8876851 58753
1286069 3202444 21771
4694238 5907898 49664
981443 4845041 97483
4600149 9160636 52126
550907 4969041 67299
2196197 4019190 19398
2889003 3454158 22732
1244144 2198068 39162
1019406 2450425 4719
2966542 9896256 67856
2425296 3698676 86651
2122926 6563419 97240
3104368 4929435 58632
2126918 4781355 58781
1295397 5332261 44173
3862696 9351451 56722
2805608 3898446 45724
7520027 7921179 6219
1460341 2486803 25624
5453345 9981412 38231
394992 4465620 53259
4668623 9474762 76184
2082215 4404196 96903
4340848 9047466 78257
342862 3715981 26869
6721909 8060154 94671
620355 7116876 278
1578952 8541533 36656
2518225 9801524 23459
2499636 9043500 93155
6965255 8181732 4498
4150229 6051343 79259
6043879 6232443 99806
573290 9140782 47271
4289270 9535391 6484
4865776 5262260 28393
2856932 4499003 48747
5773562 8594307 90279
6210219 8395830 8503
1650030 7439329 24490
5059537 8137412 6096
1380387 4188754 56324
232632 4659646 88766
1889765 4859452 62056
1425155 6623076 67677
6687415 8729560 33452
7557953 9544346 48807
7834259 9523052 43113
6560829 7513331 38942
538186 8210858 78270
5786746 6062676 15682
3585124 7167132 20787
2741448 4343129 53419
1718933 8130215 43183
6608623 8342008 68338
9376300 9587919 72104
7145872 9526105 32801
4174912 6668923 67059
6698606 9934377 44240
1573319 9753143 71449
3167941 5815819 58195
383623 9400942 41678
4658742 6820763 84807
974182 2788956 20091
9397578 9533717 62098
1290229 9518407 50016
816333 6190511 12239
7439664 7507596 97514
6523076 7441972 96119
1531642 2167316 65613
4699583 8538765 81431
696960 7599557 98725
4420319 5054991 57466
3756150 7910852 62773
4176241 7444569 76702
5454691 6962975 66930
5669838 6321059 99615
4333299 5625853 23562
2148928 4047165 81886
459636 4316243 13527
5371360 6625249 29461
1123033 8584671 45370
3639661 5021758 65688
6095576 7395810 92892
1572050 2474701 53812
7026740 8251403 33138
3347799 5318333 2975
197449 5717948 45180
4244613 8657863 94107
4704248 9039749 26702
953276 3845848 14413
2599090 4968880 99083
1844460 2506989 38744
1118916 8026500 50905
2119392 3593616 39307
1845018 6173204 82398
2222695 9679703 46548
1425670 7914002 60348
1287202 6571864 4960
781310 5611612 25559
9081240 9624364 71407
1680329 3838777 56638
6041140 9154212 63627
4067639 5592956 82542
4460214 8703383 76158
7392938 7415873 37527
7398271 9615632 33581
3244820 3557654 47583
1805168 4844855 35798
7126481 8142516 47410
7766879 9668392 45001
4122007 6056151 25329
3276219 7412790 82820
1385526 3792769 50458
8362091 8775311 53840
5777963 9867821 63130
3176234 5321701 78761
455282 8937405 36414
3258924 3502865 81269
2901756 5638664 40136
5086500 5902426 23367
1142650 7763779 45373
1071791 8789108 37943
888280 4864559 23469
4538738 6156222 85559
6024042 9408931 63522
1345742 1672061 56107
4317376 6067174 93511
336592 4019941 68786
4301210 8491607 70542
4394032 7757698 57041
2157810 8981065 16042
3463269 4326439 87833
4351548 5464382 68743
504203 1406638 24964
3331920 3906115 65358
569637 7520332 27451
3587505 5442096 44826
6735607 7607445 97770
4425006 6320745 89376
2182704 6291287 83408
3680120 3864680 57569
2580723 8006558 37190
4884908 5987292 5089
4570003 9007846 28078
411320 2913960 59997
2276678 5999948 80328
520481 1442043 84185
694001 3081660 7981
5979430 7014746 32987
5822384 7368806 32042
5668566 9687064 28513
4784138 8642488 51423
2185397 5079678 38714
901119 6755399 62911
7166718 8129198 76871
1959747 8689195 93170
4996580 9285876 35213
3470061 8078239 45565
294394 6574020 60310
6459177 9027381 99046
2127743 4975775 2461
3286582 4604289 86598
4755712 8366259 88346
1783729 3410778 43744
3590041 9912926 26814
1118473 4166912 2912
404348 5776435 99491
6311648 6390760 94081
57213 6685153 84452
3333876 8228886 43629
4949274 5721012 87723
2841652 6251735 74304
4854685 7597363 56914
3524492 5643031 40642
5703127 7114533 69920
2929941 3797796 88392
7149206 9574230 92739
3848697 8402229 83498
975794 3659131 85002
43583 6826021 13887
1775294 5403564 34899
2891287 8027028 76550
2881712 6181943 90265
355209 1041094 31108
3795852 6744220 61992
2182124 2190513 76140
9170516 9339718 66721
5704766 6563255 68950
2863105 9363896 61095
1923831 5848107 87115
7327394 9578347 62408
2735033 6513246 89435
8806148 8916975 87498
8696413 9272184 28591
5584387 7143874 89162
2705866 7766510 79674
4582006 6937025 35743
6016631 8548728 40509
1396087 3434030 20756
9295125 9760545 44586
1982240 9338891 88332
8368488 8961000 23364
1450435 7174636 56690
1854285 8387400 28873
3299228 5531273 29611
1488390 8237139 96120
4384417 5335496 49496
3884223 6620160 82478
4560669 7318252 94916
6613376 6897778 55461
1111967 8642364 10703
72966 230696 95543
4039752 7070412 86530
2827103 5894036 73929
1709615 7855976 5202
3198005 3501940 58692
98773 4398060 94187
6718932 7263909 94762
3795953 8662739 13013
693730 1457656 42741
1852445 6529469 54707
2083141 3456524 27673
1669904 8752067 67424
3738597 4497006 77812
4869334 7112527 87426
8371273 8534081 1782
709125 5285684 554
2549592 8219664 19486
1212331 9614426 31790
843792 5186338 25519
1715806 8686533 94315
157592 7688681 93807
1701617 6440748 63711
179344 4769042 60716
8763206 9808222 30049
858654 1950632 1321
3368767 4084130 87005
2303794 2369321 52948
605159 4434571 81630
5153301 5278362 67967
395172 6481246 124
6638838 7489488 88805
856806 9183295 45904
2547006 5625847 25247
2924075 6905404 49821
8170476 8856036 8474
4741154 9271798 8956
7110474 8175155 12749
231985 2144455 47319
5385285 7326086 42033
210405 5780457 39630
4810530 5786296 94819
4969590 9615687 51625
32948 861591 93823
4803190 5473374 99227
3643849 8553011 55262
5431998 5677838 12767
3607152 9403146 39592
2915895 5751607 71576
3379566 5594044 73213
1637951 5804448 70021
3131329 6377582 56316
272401 2747015 42257
6124957 7540378 91556
434202 928147 64929
233429 1997509 8778
191698 1405043 40775
7317810 9594843 64279
2857402 5027089 32237
1145331 8406655 26280
2560957 4818544 30727
8938538 9304917 62056
1727291 7061233 25422
4819842 9267668 50379
2218221 2611399 94877
2451649 5876328 8737
3856691 5301458 16787
3690852 7642234 11629
8622865 9064606 55070
209936 5355102 61724
7544831 7681382 22680
5812109 6849747 77570
6427331 9590517 21212
1247172 8632292 88879
3799023 6374922 23452
4767602 9893900 75100
69059 3018989 48143
227644 6335776 38994
1763758 8850508 3599
2218828 4205609 29886
1080552 4403342 74716
2731803 5019584 24462
413506 2322319 68144
3470962 7534718 31668
6439950 7269984 6589
7563402 9680235 74190
2699224 3654854 59601
3602997 9034999 87244
798756 9758344 54104
2461943 3017583 76064
408182 6614486 79406
3382898 4150422 11208
4563927 5723713 49878
4491857 4614997 20840
1054946 9539877 90823
1134699 8446467 71058
4637009 4789552 70281
896610 908901 21631
667244 9900207 20387
5645538 7754311 54321
2330375 6053719 68807
3826133 9436617 19228
5537341 7676681 99506
2087220 4684889 30854
2108060 4224766 2151
1915235 5187584 36849
8886293 9824592 42753
1072926 3237554 51653
2294558 3137760 18896
3408422 6831297 64433
4385618 8255148 18152
1070777 2081281 71120
1906357 7618621 47800
2222192 9822216 49040
2353070 6846603 73805
8455222 8761838 61388
164482 8208423 2332
2751176 3753760 39885
719181 8564669 93996
5395965 6838077 2417
1118863 2297934 57564
5885063 8937015 55196
307771 1224487 90169
129986 1188639 12360
4999408 5837679 58963
3454629 7227837 37152
1663051 3805577 1633
207909 6930579 71744
7649759 9847794 36412
7004188 7658142 48728
6360559 8123050 63014
5834476 9576416 48076
800902 7389672 72198
4505892 9079841 2184
2859922 5508554 1591
87758 6267517 72571
821021 3893335 51973
5539006 6617595 98903
4010751 8981741 48662
1047163 6639882 69201
5516793 5995892 92250
1351268 8275258 68665
1257291 6439686 85918
2853484 4911884 8161
878389 6030420 68082
2148363 9662257 72192
483277 1720934 81878
6022282 7989260 99472
33032 1188163 81212
3596547 4553177 37446
2108790 4922378 54238
384047 5930980 21857
6515997 6823732 95499
4251967 7901915 65334
282387 8826428 43722
94511 2430749 5978
3966703 6668035 89254
4248581 4657294 27888
3664405 8361808 77271
2061970 5431337 73817
2870066 7099416 98958
170006 8801046 99356
4591863 7833394 23087
2787362 8251661 91406
6352697 7078088 73792
3312771 7172598 20892
3655652 7418750 88926
420584 4524356 62571
4084989 7652244 40731
5845868 6146958 88419
5119685 5762725 58484
1534996 5932730 75881
524592 8334352 9275
4473792 5828305 60935
4697353 4865198 39022
8010124 8055342 27972
3676234 7945225 99975
2469580 8481513 20559
460436 2638176 21899
801167 8484043 68856
6120079 9089586 47932
171426 2764423 80661
5240304 8505778 21604
2979569 8065931 66260
6626866 7844766 63613
4782241 8416459 90088
2092692 2626565 35312
574204 6642892 21243
1034640 8563451 75770
4352158 7085350 76164
4270558 5958096 96243
7218490 8722518 67668
6479173 8615503 89797
3053459 4545104 69365
3319720 3688321 30482
799685 986913 46940
3613477 8806125 55984
256369 4757789 46539
1336171 3179032 97530
937873 6754803 49688
3847319 5208430 7783
4543562 4943272 46652
3558774 7927583 25824
6612233 9817380 70927
2448304 7203098 59248
3247988 4949932 62512
2054112 8596873 75989
6811900 9369209 48709
715748 2507283 1231
1778437 5613279 39103
4862967 5625756 63885
2587102 2685669 7156
3129603 9033754 82281
4475930 5463335 10865
1946858 2666432 75520
132715 5622458 23507
284970 8729587 93970
615147 1077311 22221
1330895 4642372 45856
6944173 9543604 24292
4323491 7899059 66399
1462944 9426944 52068
977049 2486452 98022
5452978 9585086 61356
5812303 9916187 44139
4487824 5538644 76854
8339966 8927683 22792
7938006 9417276 37939
3760227 6576000 68833
7122435 8635955 29357
2263080 9051365 52847
514309 3029479 96142
5517112 8997899 73190
7618549 8095922 26167
2657278 3430852 42354
435027 2401418 97349
4794624 9362709 37314
5917416 7300714 70942
3577293 7655355 46941
699727 3240540 99247
2962806 5769897 50611
5139096 8508637 81271
3935238 7506535 14735
3708428 8118808 33283
776086 1450948 64134
5693855 6593302 99160
3004830 9790651 78221
3844318 8922245 78934
7315260 9093952 72578
2334491 9878553 88657
3594152 8104388 67814
3844763 5759835 76450
2211425 9642387 99337
957122 5919852 18144
9887151 9890405 94229
4770892 6480452 4435
86404 8787455 9264
4764625 5148124 47861
4979735 9259912 41812
7374639 9848842 76302
968790 1137499 97041
7329904 7905314 73228
5698116 6972290 84652
445763 997453 20855
336168 4415598 8006
1126179 5107059 4809
6046967 7709814 8615
1456231 2474439 56738
820444 4250702 52824
4099543 6762256 27462
7554911 7753394 12603
5658707 6451952 42507
1356822 6141532 31148
4870627 5526184 76911
3347040 9286224 13078
412402 3571398 36488
276207 6459368 62653
431951 801175 37091
3768746 3957913 4144
531002 7127090 3687
5154552 8085912 57080
6667156 7054215 32138
3195747 8026015 5311
1238282 6357163 75937
7101673 7650426 78512
673070 9279856 90914
3465629 6016344 66633
2978998 4266803 14935
741067 4932441 83681
1136586 7868156 14682
3022708 3956625 16945
2206215 4530057 87511
232229 762195 99609
867506 9105743 37891
6756169 8359796 39563
5138308 6036024 28985
4568720 4845574 94613
64069 1012208 61415
2643495 7512861 2481
5527176 8649446 86989
1458210 5122422 9696
7991507 9652478 32262
2931024 4095371 64490
3394980 3798530 86584
4674677 6449223 42752
2329336 6605139 95128
7174910 9950476 63847
703469 4245089 27915
2806504 3346963 40775
1390491 4625337 6573
2848700 4312326 45346
3356559 9538374 97824
6970636 7451929 28847
3363260 7151478 43728
2328835 8954415 34756
1450325 4997167 64092
1400800 2108647 39001
1272494 5645888 58821
968743 3016761 5783
2273889 8110431 96273
2696814 4939109 61325
4477482 8242160 34235
3439984 3964470 86163
3632299 4085184 65774
1045264 2586713 94608
100232 2680021 61284
2208878 6644113 62083
299466 5997724 7970
4658287 9014484 93064
3804724 4880422 3495
6493048 6501537 58955
954373 4743697 36436
700032 3804960 17257
4107475 7301567 65908
7773249 8346831 52620
3543203 6284210 69203
2703667 6245494 94433
5519484 7607578 8508
177770 7131900 22991
141317 7574543 44067
1261164 4067590 45603
7320119 7538314 5651
372907 1343273 22035
5450747 7390165 23601
556073 5740348 86783
2024557 8825045 46337
8270050 9710601 66355
5321386 8393979 85838
6929894 8042231 79959
69237 8183547 54502
7013304 9444710 22091
2975260 6764828 76757
3680911 7137734 20029
7044250 7602946 87128
116674 1342900 27475
1458071 5946035 52031
3685023 4092373 38432
7458728 9006408 48763
5936301 6344567 90993
440878 6005537 74539
5535193 9595380 35600
5333824 8510452 16779
2191362 8610581 70864
2310660 5746962 15114
6169911 8334090 48139
2115945 6661565 22561
8724669 9529948 7583
3184733 6183397 13990
5044315 7749848 66642
7840841 8001544 88531
7596924 8631732 23723
5447099 8867332 34174
900463 4057679 41887
71327 9804640 52546
655082 8802793 38808
167285 9832998 54753
1879298 2989846 79421
5064030 9497430 79169
2813877 7527772 39835
3171069 4010767 41379
1802800 6499298 54654
3186483 4523021 1752
1057195 6603297 75782
4815434 6674623 80421
884333 5477416 51854
3123141 5644700 84852
1150897 9994246 64149
3164678 5590020 44530
692450 7369189 58406
4703216 9225377 45826
3718865 9083108 64977
6537762 8241885 67811
1815431 1955866 71107
1431648 6630864 45729
3228421 7515196 39496
3154689 5680276 547
3148934 7965128 51444
2129277 8738953 32473
3873807 8624494 24922
948565 7849870 44489
1194391 6932977 63353
5987090 8275720 21589
7942955 8543531 37019
1890954 5414638 84235
1476719 5119374 15782
799649 3016216 70470
1281128 5233115 19404
3410404 8600911 58356
5133385 9800562 82849
3265478 4874659 49070
6976220 9319149 98398
5251939 9998854 85487
3795469 8920444 44793
2173815 9210106 52098
686825 4574402 71472
4490185 6219392 87472
3968858 7560655 68600
2569769 6296411 95355
3771120 7703153 95917
5094163 7353969 77746
3819392 4413311 53966
6928517 7217790 5904
8365312 9119630 1373
539126 1480775 27830
5732874 7629880 31006
2120064 5104346 66749
308170 2197070 35607
4276770 8493481 21727
2264600 4172126 41231
2134920 6384395 35393
1862141 5954311 48704
5688453 6832459 93572
4538364 4808082 58883
6288856 8556089 14360
4300271 4538081 44239
3247630 9642426 80654
8414379 9950596 77724
66338 6743717 87556
3432194 4288065 68507
2332940 8729296 3426
4195081 8264690 74089
3543891 4729746 62541
8082254 8123318 70622
9154694 9882201 75829
3454965 7212913 13910
9218946 9657153 72687
6737807 7633324 39634
216014 8531883 99703
4504078 8819439 31896
3887946 5749726 64836
1091373 4014415 76268
1260512 9281814 20158
644355 9383829 18764
1782381 9331329 73457
6823510 8995293 44773
6337420 8652445 63718
526460 7906604 13394
6438486 7182446 45759
582149 5257925 49836
1662222 7414046 99561
2753594 6578882 30327
4551759 4971502 90838
4391660 5196113 91018
6926776 7043793 73398
3867303 6100234 68691
2721074 3761359 37487
641430 3247533 44090
429979 7671176 98928
1012127 4916935 56852
942524 9183123 19073
37757 6682685 89019
3229364 5009258 40777
1036555 1917270 53242
8227573 8844045 97034
7200972 7460630 64336
1221989 7686015 1762
4379770 6823502 49294
2050945 6383945 95624
2382873 9484231 24103
6156077 8667353 66626
7866389 9075150 4383
1095753 9780521 13640
2132307 5037651 30909
2876231 5490893 74954
77202 5504279 51935
7763216 9384968 73923
5986730 7103070 70044
3487014 5836024 37340
5869886 8631649 21570
4542314 4955752 88923
3617463 4738730 71663
2043113 5914336 67415
951986 6873106 16073
1104015 8959230 8656
4463508 6695321 85857
3848475 9747257 65425
2351556 6537532 68494
7707577 8187580 71859
3444917 9335580 58096
1182840 6807683 409
1546412 5071763 17871
1859778 6105877 48558
2978982 9743546 16895
6599348 9759619 92476
3294669 7684627 55984
3170485 5558277 20810
1452262 4612160 72366
4320756 4836088 76297
797357 3192615 28228
1980196 2967063 52262
4767472 9568310 15025
1428087 2701695 20901
1171632 6550254 99882
3447603 6383501 15582
1132229 5175978 10250
948314 6819065 84878
3085476 8271326 13389
5057842 5108433 49477
250491 817399 46833
3784461 7295071 27028
1147333 8551932 11689
1253627 9062359 39775
3083260 7803880 27759
2599495 4187380 75361
1879709 8715077 23941
641679 2828022 43006
642909 5913498 14331
3487691 5256298 22764
3738182 4705775 40162
1033252 7468960 40975
2212340 4696937 92906
3759295 6524029 46532
4780157 9358906 66763
4207916 4474752 70495
3189828 7083277 50203
6123570 6347858 78225
6990766 9466576 91722
3597260 4763416 79412
1985542 2836376 33945
2892890 9454502 83549
1666841 6733865 80485
8190870 9126772 56131
2773304 2971026 15036
9256420 9695293 89788
6778569 9926915 95967
2477118 5418490 43825
4885066 7855343 50942
998677 9147065 30709
3835052 6442830 16251
6727941 7476775 70752
4576676 5978158 53944
3857161 5104929 61165
394584 9413292 48542
6844681 9651003 43834
6234469 9577917 38754
1330436 2055035 57244
2426729 5290613 58661
4090146 8757908 57337
532975 6988617 92388
526101 9721220 36680
1908324 7619129 14837
1476289 5762269 36117
323434 3405933 30701
250613 2888329 98055
2632163 9001433 75972
331868 1670918 47358
6128162 8138833 90438
6896740 7986823 80583
3360512 6401708 29909
52900 6122928 72362
5989580 8031251 91490
420770 3793519 84130
6633305 9956887 6414
2403940 9521633 57026
4501996 4670147 74810
6341064 8694320 6678
4985577 7458030 61862
5488751 8648468 74953
6445404 8849262 76660
1418513 7291665 99587
1180379 9924445 47190
345214 2688221 57060
2818452 5672352 6716
5222392 7095118 28348
6252145 9724387 14847
935058 6926955 55910
449985 8393087 57839
4628199 9557906 62941
5703152 8519661 28555
5696165 5811326 47067
1812104 9508056 71511
2196277 5959294 33076
384980 6416355 51528
6023071 7480097 73919
6248593 7667772 14657
3175548 3982619 49714
6141884 9154881 42800
1829072 3286435 705
8989586 9992014 20366
4685750 9520569 48043
467636 6497854 56098
2457147 3855500 68726
1389853 7588576 53705
4140104 9929276 33802
7597047 8430375 82394
2445032 4096017 74293
3250897 9911098 32529
3253898 5079969 18963
5071982 8670956 8548
2607674 7108902 10650
4872069 7576537 24855
3948388 4128167 98353
1536964 8096894 88206
4966951 8193419 17481
6800753 9140146 30879
1585177 7399500 26895
1173793 4012627 94143
6122674 7266524 74111
1841637 8453831 62444
3577856 9066538 87697
3493540 8449924 80586
4418395 5094443 28973
316748 5707688 82288
121306 674638 75707
9855139 9991743 15852
7186018 7391242 17380
1081386 1129265 30006
7204060 8323409 12882
1562048 3113872 83064
2976317 3144937 60920
2464014 6638476 10843
3573222 4560952 21637
3889970 8089926 29324
5672214 6527627 20314
3964273 6382766 12056
1396477 3568783 19649
413858 7214400 17386
5537808 5960216 37797
1289450 8651679 99845
4144347 5072515 61133
4949787 9124713 15961
3276982 3685664 89182
1775589 6698620 95503
8344296 9964155 23130
3180962 3928427 5895
5324904 8009370 91029
229019 8255113 5428
4215328 8562758 59587
4100555 8021130 11266
1200400 3093644 71964
559782 6477886 96676
3836763 8393847 82340
535382 3883029 74280
1396030 5778533 38434
4576991 6718015 66861
2586361 4040262 8116
4931291 5331731 63228
3894488 5553072 94907
1712659 7995043 16036
1711794 9040277 26031
512242 8189679 85812
1108918 6583525 22575
2982906 7907610 74308
6481891 8761438 70337
7536677 7995804 63680
2036065 2519890 50040
2828006 6967355 81770
3907586 5036778 76258
6749437 9202494 87652
5034882 5789713 99445
6301954 6477266 89124
5963078 9927224 89000
1802005 7834833 71905
692666 6833075 49694
979355 4369752 45497
5843035 9405993 81561
2233999 3293075 65268
8591198 8657936 18397
5267456 7860429 67833
2455108 5411663 73898
1888928 3870905 92203
960029 7852005 19426
2170362 9665382 70611
1353639 2863027 3685
1803334 3842381 89788
2201768 2765183 95781
5494842 5763097 46131
4086039 8244717 20418
1869846 5763114 80847
2547300 6841305 92509
712210 7637550 97788
4188590 9029753 66144
2865532 6370323 36505
7052495 7723962 15883
5556180 9527295 74616
2292477 3462321 76383
571925 774454 87576
2836937 8816641 73615
3557355 4579755 59812
4654554 7127054 17469
1163415 7280955 29678
6310707 9561203 34619
1692590 8327348 4942
1780205 8745084 28903
6817616 8096089 72549
2796288 3287057 65025
3570741 8163440 53302
1051016 8924029 69942
540983 2481383 66048
1900796 7135937 9453
2618265 8299351 90407
6564295 7860554 17466
7215266 8704253 10055
484457 1720208 71491
1096897 3949111 5458
4383953 8221660 1745
2547392 7303038 88837
6114760 6956340 12865
6655742 7942634 94247
1072889 3508683 30183
6207505 8718136 45886
3724896 5288151 22791
2503417 5042362 27043
4223624 8052417 11499
689087 4840260 8396
1427098 8445718 92348
4847463 8730135 56092
8202826 9852652 70851
1265517 8661812 42944
4686846 5159765 32185
3404981 8706300 56041
3068538 9646228 44192
4688589 5291329 63960
5257358 6218372 87583
97617 146224 93021
1059687 5170972 20119
4579672 8423501 66605
8276153 9052116 85783
9541669 9639319 47594
7217785 9398616 34439
230801 5924085 55771
8992622 9786842 18351
6800303 7147386 6939
5535026 7011346 64296
3615282 5681249 78265
3368572 3424655 54303
464596 2144774 77803
4627732 9516711 53955
7829867 9156030 11976
7177461 8554645 29760
1301797 3728252 70196
3604990 6200375 79170
752376 8318726 79472
280073 7642018 30849
2222666 3895354 28450
